
Creating window glfw
Epochs: 0, Loss: 442058016.0, lr: 0.01
Epochs: 68, Loss: 41088468.0, lr: 0.004355999999999999
Epochs: 69, Loss: 39509564.0, lr: 0.004290250000000001
Epochs: 70, Loss: 38159448.0, lr: 0.0042250000000000005
Epochs: 71, Loss: 37073868.0, lr: 0.004160250000000001
Epochs: 72, Loss: 36307032.0, lr: 0.004096000000000001
Epochs: 73, Loss: 36042756.0, lr: 0.00403225
Epochs: 74, Loss: 36669120.0, lr: 0.003969
Epochs: 75, Loss: 38450940.0, lr: 0.00390625
Epochs: 76, Loss: 39994240.0, lr: 0.003844
Epochs: 77, Loss: 39239276.0, lr: 0.00378225
Epochs: 78, Loss: 37473332.0, lr: 0.003721
Epochs: 79, Loss: 36082104.0, lr: 0.00366025
Epochs: 80, Loss: 35072780.0, lr: 0.0036
Epochs: 81, Loss: 34408616.0, lr: 0.00354025
Epochs: 82, Loss: 33958372.0, lr: 0.003481000000000001
Epochs: 83, Loss: 34277232.0, lr: 0.0034222499999999995
Epochs: 84, Loss: 35777064.0, lr: 0.003364000000000001
Epochs: 85, Loss: 37860492.0, lr: 0.0033062499999999997
Epochs: 86, Loss: 38875012.0, lr: 0.003249000000000001
Epochs: 87, Loss: 37867180.0, lr: 0.0031922499999999993
Epochs: 88, Loss: 36941320.0, lr: 0.0031360000000000003
Epochs: 89, Loss: 36987380.0, lr: 0.0030802499999999997
Epochs: 90, Loss: 37636348.0, lr: 0.0030250000000000003
Epochs: 91, Loss: 38362392.0, lr: 0.0029702499999999994
Epochs: 92, Loss: 39135172.0, lr: 0.002916
Epochs: 93, Loss: 39743316.0, lr: 0.002862249999999999
Epochs: 94, Loss: 40233672.0, lr: 0.0028090000000000003
Epochs: 95, Loss: 40561192.0, lr: 0.00275625
Epochs: 96, Loss: 40827528.0, lr: 0.0027040000000000002
Epochs: 97, Loss: 41197588.0, lr: 0.00265225
Epochs: 98, Loss: 41315464.0, lr: 0.002601
Epochs: 99, Loss: 41532624.0, lr: 0.00255025
Epochs: 100, Loss: 41632404.0, lr: 0.0025
Epochs: 101, Loss: 41876860.0, lr: 0.00245025
Epochs: 102, Loss: 42201140.0, lr: 0.002401
Epochs: 103, Loss: 42870860.0, lr: 0.0023522499999999997
Epochs: 104, Loss: 43561724.0, lr: 0.002304
Epochs: 105, Loss: 45319336.0, lr: 0.00225625
Epochs: 106, Loss: 49264992.0, lr: 0.002209
Epochs: 107, Loss: 56755852.0, lr: 0.0021622499999999997
Epochs: 108, Loss: 49774240.0, lr: 0.0021159999999999994
Epochs: 109, Loss: 47935416.0, lr: 0.0020702499999999996
Epochs: 110, Loss: 34716572.0, lr: 0.0020249999999999995
Epochs: 111, Loss: 36203956.0, lr: 0.0019802499999999994
Epochs: 112, Loss: 41283964.0, lr: 0.0019359999999999998
Epochs: 113, Loss: 41702356.0, lr: 0.0018922500000000007
Epochs: 114, Loss: 45792716.0, lr: 0.0018490000000000004
Epochs: 115, Loss: 53661984.0, lr: 0.0018062500000000003
Epochs: 116, Loss: 52809988.0, lr: 0.0017640000000000004
Epochs: 117, Loss: 48744704.0, lr: 0.0017222500000000003
Epochs: 118, Loss: 46331936.0, lr: 0.0016810000000000002
Epochs: 119, Loss: 49263252.0, lr: 0.0016402500000000004
Epochs: 120, Loss: 58840616.0, lr: 0.0016000000000000003
Epochs: 121, Loss: 64842720.0, lr: 0.0015602500000000002
Epochs: 122, Loss: 69993280.0, lr: 0.0015210000000000002
Epochs: 123, Loss: 72198352.0, lr: 0.00148225
Epochs: 124, Loss: 76632384.0, lr: 0.001444
Epochs: 125, Loss: 79958664.0, lr: 0.00140625
Epochs: 126, Loss: 81229472.0, lr: 0.001369
Traceback (most recent call last):
  File "tv_value_synthesis_trajopt_cartpole.py", line 191, in <module>
    loss.backward()
  File "/home/daniel/.local/share/virtualenvs/Mujoco_Python_Sandbox-gNKKWzd6/lib/python3.7/site-packages/torch/_tensor.py", line 488, in backward
    self, gradient, retain_graph, create_graph, inputs=inputs
  File "/home/daniel/.local/share/virtualenvs/Mujoco_Python_Sandbox-gNKKWzd6/lib/python3.7/site-packages/torch/autograd/__init__.py", line 199, in backward
    allow_unreachable=True, accumulate_grad=True)  # Calls into the C++ engine to run the backward pass
KeyboardInterrupt
During handling of the above exception, another exception occurred:
Traceback (most recent call last):
  File "tv_value_synthesis_trajopt_cartpole.py", line 229, in <module>
    model_scripted = torch.jit.script(dyn_system.value_func.to('cpu'))  # Export to TorchScript
  File "/home/daniel/.local/share/virtualenvs/Mujoco_Python_Sandbox-gNKKWzd6/lib/python3.7/site-packages/torch/jit/_script.py", line 1287, in script
    obj, torch.jit._recursive.infer_methods_to_compile
  File "/home/daniel/.local/share/virtualenvs/Mujoco_Python_Sandbox-gNKKWzd6/lib/python3.7/site-packages/torch/jit/_recursive.py", line 476, in create_script_module
    return create_script_module_impl(nn_module, concrete_type, stubs_fn)
  File "/home/daniel/.local/share/virtualenvs/Mujoco_Python_Sandbox-gNKKWzd6/lib/python3.7/site-packages/torch/jit/_recursive.py", line 542, in create_script_module_impl
    create_methods_and_properties_from_stubs(concrete_type, method_stubs, property_stubs)
  File "/home/daniel/.local/share/virtualenvs/Mujoco_Python_Sandbox-gNKKWzd6/lib/python3.7/site-packages/torch/jit/_recursive.py", line 393, in create_methods_and_properties_from_stubs
    concrete_type._create_methods_and_properties(property_defs, property_rcbs, method_defs, method_rcbs, method_defaults)
RuntimeError:
attribute lookup is not defined on python value of type 'SimulationParams':
  File "tv_value_synthesis_trajopt_cartpole.py", line 76
    def forward(self, t, x):
        time = torch.ones((sim_params.nsim, 1, 1)).to(device) * t
                           ~~~~~~~~~~~~~~~ <--- HERE
        aug_x = torch.cat((x, time), dim=2)
        return self.nn(aug_x)
########## Saving Trace ##########
